email_thread_id,mailbox,channel_type,received_date,sender_domain_type,region,brand,product_category,sku_id,batch_lot_id,retailer_name,order_id,promotion_code,thread_length_messages,days_since_first_message,avg_response_latency_hours,max_response_latency_hours,sender_message_count_90d,attachment_count,attachment_size_mb_total,cc_recipient_count,reply_all_flag,sentiment_score,negative_word_count,urgency_keyword_count,taste_keyword_flag,packaging_keyword_flag,shelf_life_keyword_flag,allergen_keyword_flag,availability_keyword_flag,topic_primary,prior_complaints_count_sku_90d,prior_escalations_count_retailer_12m,batch_quality_deviation_flag,sku_recent_quality_hold_flag,retailer_tier,consumer_loyalty_tier,assigned_team,current_status,resolution_time_hours,resolution_touches_count,commercial_credit_issued_usd,escalated_flag,escalation_within_48h,hours_to_critical_event_or_censor
LUM-EML-004795,Consumer Care,Consumer Complaint,2025-09-22,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-39853,LOT-243939,Not Applicable (Consumer),,,3,0.4,13.9,32.1,2,0,0.0,3,Y,-0.099,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,56.9
LUM-EML-004796,Quality & Food Safety,Internal Escalation,2026-03-15,Consumer/Personal,Western Europe,BerryBurst,Juice,SKU-80424,LOT-682201,Not Applicable (Internal),,,3,0.1,9.6,24.1,2,0,0.0,3,N,0.409,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Escalated,,5,0.0,Y,0,51.2
LUM-EML-004797,Supplier Relations,Supplier Notification,2026-03-17,Supplier Corporate,Latin America,MorningRise Pastry,Pastry - Croissant,SKU-38485,LOT-286122,Not Applicable (Supplier),,,3,7.3,45.5,71.2,2,0,0.0,3,N,0.317,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,49.0
LUM-EML-004798,Consumer Care,Consumer Complaint,2025-12-10,Consumer/Personal,North America,MorningRise Pastry,Pastry - Croissant,SKU-51501,LOT-386076,Not Applicable (Consumer),,PROMO-900,3,1.4,17.6,39.8,2,0,0.0,3,N,1.0,1,1,N,Y,N,N,N,Delivery/Logistics,2,0,N,N,N/A,Returning,Consumer Care Team,Closed,47.3,5,0.0,N,0,77.6
LUM-EML-004799,Trade/Retailer,Retailer Inquiry,2026-05-28,Retailer Corporate,APAC,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-84416,LOT-691572,MegaMart,ORD-7139127,,3,0.4,12.2,13.5,2,0,0.0,3,N,-0.304,1,1,N,N,N,N,N,General Inquiry,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,276.64,N,0,49.0
LUM-EML-004800,Consumer Care,Consumer Complaint,2025-10-01,Consumer/Personal,Latin America,AquaLuna,Still Beverage,SKU-21014,LOT-492601,Not Applicable (Consumer),,,3,1.1,27.6,56.9,2,0,0.0,3,N,-0.736,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,VIP,Consumer Care Team,In Progress,,5,0.0,Y,1,48.0
LUM-EML-004801,Supplier Relations,Supplier Notification,2026-04-21,Supplier Corporate,North America,MorningRise Pastry,Pastry - Croissant,SKU-89860,LOT-215855,Not Applicable (Supplier),,PROMO-128,3,3.9,7.3,11.7,2,0,0.0,3,N,0.197,1,1,Y,N,N,N,N,Taste/Flavor,2,0,Y,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,18.4,5,0.0,N,0,66.7
LUM-EML-004802,Consumer Care,Consumer Complaint,2026-04-22,Consumer/Personal,North America,PureWave,Still Beverage,SKU-85735,LOT-761878,Not Applicable (Consumer),,,3,7.2,65.7,116.5,2,0,0.0,3,N,0.733,1,1,Y,N,N,N,Y,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Escalated,,5,0.0,Y,1,48.0
LUM-EML-004803,Supplier Relations,Supplier Notification,2026-03-07,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Cookie,SKU-55066,LOT-594354,Not Applicable (Supplier),,,3,0.2,41.1,90.3,2,0,0.0,3,Y,0.115,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,49.9
LUM-EML-004804,Quality & Food Safety,Internal Escalation,2026-06-22,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-99389,LOT-309267,Not Applicable (Internal),,,3,2.9,26.5,59.4,2,0,0.0,3,Y,-0.347,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,1,30.5
LUM-EML-004805,Consumer Care,Consumer Complaint,2026-03-25,Consumer/Personal,Central Europe,CitrusPeak,Juice,SKU-49569,LOT-935880,Not Applicable (Consumer),,,3,0.3,16.9,33.1,2,0,0.0,3,N,0.792,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,26.6,5,0.0,N,0,65.7
LUM-EML-004806,Quality & Food Safety,Internal Escalation,2026-05-16,Retailer Corporate,North America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-54832,LOT-870910,Not Applicable (Internal),,,3,0.6,17.2,23.8,2,0,0.0,3,N,-0.386,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,19.9,5,0.0,N,0,80.7
LUM-EML-004807,Consumer Care,Consumer Complaint,2026-06-15,Consumer/Personal,Central Europe,CitrusPeak,Juice,SKU-82907,LOT-973599,Not Applicable (Consumer),,,3,1.6,21.3,29.8,2,0,0.0,3,N,-0.12,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,5.8,5,0.0,N,0,51.3
LUM-EML-004808,Trade/Retailer,Retailer Inquiry,2026-06-03,Retailer Corporate,Western Europe,BerryBurst,Juice,SKU-42502,LOT-993179,ValueStop,ORD-6008963,,3,11.6,14.9,33.2,2,0,0.0,3,N,-0.07,1,1,N,N,N,N,N,Pricing/Promotion,2,6,Y,N,Silver,N/A,Trade Marketing & Key Accounts,Closed,17.0,5,0.0,N,0,49.0
LUM-EML-004809,Trade/Retailer,Retailer Inquiry,2026-05-28,Retailer Corporate,Latin America,MorningRise Pastry,Pastry - Croissant,SKU-32049,LOT-853631,ValueStop,ORD-8589143,,3,0.7,29.4,40.7,2,0,0.0,3,Y,-0.232,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,49.0
LUM-EML-004810,Supplier Relations,Supplier Notification,2026-08-28,Supplier Corporate,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-32883,LOT-429971,Not Applicable (Supplier),,,3,1.8,7.6,10.3,2,0,0.0,3,N,0.018,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,Y,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,54.7
LUM-EML-004811,Trade/Retailer,Retailer Inquiry,2025-11-16,Retailer Corporate,North America,PureWave,Functional Water,SKU-92547,LOT-702763,ValueStop,ORD-9460266,PROMO-145,3,2.4,8.2,16.2,2,0,0.0,3,N,0.435,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,79.0
LUM-EML-004812,Quality & Food Safety,Internal Escalation,2025-10-19,Internal,North America,BerryBurst,Juice,SKU-33406,LOT-588733,Not Applicable (Internal),,,3,1.3,13.5,30.9,2,0,0.0,3,Y,-0.378,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,60.5
LUM-EML-004813,Trade/Retailer,Retailer Inquiry,2026-01-31,Retailer Corporate,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-21430,LOT-203797,ValueStop,ORD-6705920,,3,3.3,39.9,86.8,2,0,0.0,3,N,-0.254,1,1,N,N,N,N,N,Delivery/Logistics,2,6,N,Y,Bronze,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,49.0
LUM-EML-004814,Consumer Care,Consumer Complaint,2026-01-28,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-90007,LOT-794864,Not Applicable (Consumer),,,3,2.3,30.1,,2,0,0.0,3,N,0.169,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,New,Consumer Care Team,Resolved,17.7,5,0.0,N,0,65.3
LUM-EML-004815,Supplier Relations,Supplier Notification,2025-10-05,Supplier Corporate,Central Europe,MorningRise Pastry,Pastry - Cookie,SKU-48529,LOT-251952,Not Applicable (Supplier),,PROMO-335,3,8.2,42.6,85.4,2,0,0.0,3,N,-0.377,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,58.4
LUM-EML-004816,Consumer Care,Consumer Complaint,2026-01-22,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-22752,LOT-281619,Not Applicable (Consumer),,,3,0.1,16.3,19.0,2,0,0.0,3,N,-0.283,1,1,N,N,N,N,Y,Availability/Stock,2,0,Y,N,N/A,New,Consumer Care Team,Closed,41.7,5,0.0,N,0,58.7
LUM-EML-004817,Supplier Relations,Supplier Notification,2025-09-12,Supplier Corporate,North America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-98405,LOT-838446,Not Applicable (Supplier),,PROMO-858,3,11.3,16.6,42.0,2,0,0.0,3,N,-0.555,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,7.0,5,0.0,N,0,67.4
LUM-EML-004818,Supplier Relations,Supplier Notification,2026-04-02,Supplier Corporate,Latin America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-33762,LOT-697575,Not Applicable (Supplier),,,3,3.8,10.9,16.1,2,0,0.0,3,N,0.575,1,1,N,Y,N,N,N,Packaging Defect,2,0,Y,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,64.9,5,0.0,N,1,48.0
LUM-EML-004819,Quality & Food Safety,Internal Escalation,2026-01-06,Retailer Corporate,Western Europe,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-96318,LOT-956608,Not Applicable (Internal),,PROMO-737,3,2.0,47.5,82.1,2,0,0.0,3,N,-0.027,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,1,48.0
LUM-EML-004820,Trade/Retailer,Retailer Inquiry,2026-05-06,Retailer Corporate,Central Europe,MorningRise Pastry,Pastry - Cookie,SKU-67804,LOT-882656,FreshCo Retail,ORD-8719348,PROMO-591,3,4.0,28.8,44.9,2,0,0.0,3,N,-0.357,1,1,N,N,N,N,N,Pricing/Promotion,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,49.0
LUM-EML-004821,Trade/Retailer,Retailer Inquiry,2025-10-28,Retailer Corporate,Western Europe,BerryBurst,Juice,SKU-93392,LOT-600603,GreenBasket,ORD-3381352,,3,2.2,10.7,24.6,2,0,0.0,3,N,-0.203,1,1,N,Y,N,N,Y,Packaging Defect,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Resolved,21.9,5,0.0,Y,1,44.2
LUM-EML-004822,Supplier Relations,Supplier Notification,2026-01-01,Supplier Corporate,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-42935,LOT-909809,Not Applicable (Supplier),,,3,2.7,0.9,1.4,2,0,0.0,3,N,-0.363,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,68.8
LUM-EML-004823,Trade/Retailer,Retailer Inquiry,2026-08-25,Retailer Corporate,Western Europe,AquaLuna,Still Beverage,SKU-58340,LOT-958113,Coastal Grocers,ORD-4253874,,3,4.2,6.3,12.4,2,0,0.0,3,N,-0.413,1,1,Y,N,N,N,Y,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,22.7,5,0.0,N,0,58.5
LUM-EML-004824,Quality & Food Safety,Internal Escalation,2026-01-12,Internal,Western Europe,BerryBurst,Juice,SKU-85716,LOT-938912,Not Applicable (Internal),,,3,14.5,4.7,9.7,2,0,0.0,3,N,-0.485,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Closed,41.2,5,0.0,N,0,49.0
LUM-EML-004825,Quality & Food Safety,Internal Escalation,2026-08-08,Retailer Corporate,Western Europe,AquaLuna,Still Beverage,SKU-88294,LOT-675413,Not Applicable (Internal),,PROMO-485,3,0.8,33.2,76.5,2,0,0.0,3,N,0.323,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,7.3,5,0.0,N,0,49.7
LUM-EML-004826,Supplier Relations,Supplier Notification,2026-04-27,Supplier Corporate,North America,AquaLuna,Functional Water,SKU-81442,LOT-905852,Not Applicable (Supplier),,,3,1.6,5.0,6.8,2,0,0.0,3,N,-0.571,1,1,N,Y,N,Y,N,Packaging Defect,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Closed,14.6,5,0.0,N,0,68.1
LUM-EML-004827,Trade/Retailer,Retailer Inquiry,2026-08-10,Retailer Corporate,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-21852,LOT-463964,ValueStop,ORD-2826641,,3,7.6,16.8,19.7,2,0,0.0,3,N,-0.004,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Resolved,4.9,5,0.0,N,0,51.6
LUM-EML-004828,Trade/Retailer,Retailer Inquiry,2026-01-21,Retailer Corporate,North America,CitrusPeak,Sparkling Beverage,SKU-18936,LOT-108447,Coastal Grocers,ORD-2046531,,3,1.0,6.0,6.7,2,0,0.0,3,N,0.045,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,43.4,5,0.0,N,0,59.8
LUM-EML-004829,Consumer Care,Consumer Complaint,2026-04-16,Consumer/Personal,Western Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-87671,LOT-109624,Not Applicable (Consumer),,,3,2.2,20.6,48.9,2,0,0.0,3,Y,-0.049,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Escalated,,5,0.0,Y,0,67.0
LUM-EML-004830,Consumer Care,Consumer Complaint,2026-02-26,Consumer/Personal,Latin America,AquaLuna,Still Beverage,SKU-59393,LOT-867854,Not Applicable (Consumer),,,3,1.2,17.2,20.9,2,0,0.0,3,N,0.366,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,VIP,Consumer Care Team,In Progress,,5,0.0,N,0,72.1
LUM-EML-004831,Consumer Care,Consumer Complaint,2026-04-28,Consumer/Personal,Latin America,MorningRise Pastry,Pastry - Croissant,SKU-70033,LOT-872843,Not Applicable (Consumer),,,3,8.8,16.8,25.9,2,0,0.0,3,N,0.881,1,1,N,N,N,N,N,General Inquiry,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,15.8,5,0.0,N,0,71.3
LUM-EML-004832,Quality & Food Safety,Internal Escalation,2026-05-18,Consumer/Personal,Latin America,AquaLuna,Still Beverage,SKU-11608,LOT-849492,Not Applicable (Internal),,,3,2.3,8.6,14.3,2,0,0.0,3,N,0.134,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Open,,5,0.0,N,0,60.7
LUM-EML-004833,Consumer Care,Consumer Complaint,2026-05-19,Consumer/Personal,Latin America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-10633,LOT-935106,Not Applicable (Consumer),,PROMO-895,3,1.4,19.4,49.7,2,0,0.0,3,N,0.038,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,56.1
LUM-EML-004834,Supplier Relations,Supplier Notification,2026-06-01,Supplier Corporate,APAC,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-90212,LOT-277041,Not Applicable (Supplier),,,3,0.8,15.3,,2,0,0.0,3,N,0.05,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Closed,12.5,5,0.0,N,0,62.1
LUM-EML-004835,Consumer Care,Consumer Complaint,2026-06-14,Consumer/Personal,APAC,BerryBurst,Juice,SKU-97339,LOT-229027,Not Applicable (Consumer),,PROMO-806,3,2.5,21.2,49.7,2,0,0.0,3,N,0.038,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,64.6
LUM-EML-004836,Consumer Care,Consumer Complaint,2026-07-23,Consumer/Personal,Western Europe,MorningRise Pastry,Pastry - Cookie,SKU-89149,LOT-751587,Not Applicable (Consumer),,,3,4.7,11.3,16.6,2,0,0.0,3,N,-0.261,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,New,Consumer Care Team,In Progress,,5,0.0,N,0,68.6
LUM-EML-004837,Quality & Food Safety,Internal Escalation,2026-07-23,Internal,Central Europe,PureWave,Functional Water,SKU-94915,LOT-579268,Not Applicable (Internal),,,3,11.4,9.5,15.2,2,0,0.0,3,N,0.267,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,28.5,5,0.0,N,0,60.5
LUM-EML-004838,Trade/Retailer,Retailer Inquiry,2026-02-22,Retailer Corporate,North America,BerryBurst,Sparkling Beverage,SKU-43734,LOT-264541,FreshCo Retail,ORD-9734608,PROMO-800,3,4.6,8.7,19.9,2,0,0.0,3,N,-0.051,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,15.9,5,890.37,Y,1,48.0
LUM-EML-004839,Consumer Care,Consumer Complaint,2026-06-24,Consumer/Personal,Central Europe,PureWave,Functional Water,SKU-93880,LOT-194212,Not Applicable (Consumer),,PROMO-268,3,9.4,9.0,18.7,2,0,0.0,3,N,0.416,1,1,Y,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,29.9,5,0.0,N,0,49.0
LUM-EML-004840,Quality & Food Safety,Internal Escalation,2026-08-11,Consumer/Personal,Western Europe,CitrusPeak,Juice,SKU-16283,LOT-655911,Not Applicable (Internal),,PROMO-781,3,0.9,19.2,44.4,2,0,0.0,3,N,0.002,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,8.0,5,0.0,N,0,62.2
LUM-EML-004841,Consumer Care,Consumer Complaint,2026-03-25,Consumer/Personal,Latin America,BerryBurst,Juice,SKU-88813,LOT-544910,Not Applicable (Consumer),,,3,2.3,5.5,11.1,2,0,0.0,3,Y,-0.203,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,New,Consumer Care Team,Resolved,13.6,5,0.0,N,0,59.2
LUM-EML-004842,Supplier Relations,Supplier Notification,2026-04-23,Supplier Corporate,North America,MorningRise Pastry,Pastry - Cookie,SKU-71007,LOT-259312,Not Applicable (Supplier),,,3,0.4,4.4,11.0,2,0,0.0,3,N,0.079,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Resolved,22.3,5,0.0,N,0,76.5
LUM-EML-004843,Consumer Care,Consumer Complaint,2025-09-07,Consumer/Personal,North America,CitrusPeak,Sparkling Beverage,SKU-43725,LOT-147270,Not Applicable (Consumer),,,3,1.1,9.0,13.2,2,0,0.0,3,N,0.035,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,60.4
LUM-EML-004844,Supplier Relations,Supplier Notification,2026-01-31,Supplier Corporate,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-87885,LOT-457881,Not Applicable (Supplier),,,3,0.4,33.0,54.5,2,0,0.0,3,N,-0.046,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,79.1
LUM-EML-004845,Trade/Retailer,Retailer Inquiry,2026-06-29,Retailer Corporate,Central Europe,SpringFizz,Sparkling Beverage,SKU-27455,LOT-492480,GreenBasket,ORD-1549631,,3,0.8,24.6,36.3,2,0,0.0,3,N,-0.091,1,1,N,N,N,N,N,Delivery/Logistics,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,0,52.2
LUM-EML-004846,Supplier Relations,Supplier Notification,2026-05-05,Supplier Corporate,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-73802,LOT-897831,Not Applicable (Supplier),,,3,2.1,13.1,20.1,2,0,0.0,3,Y,0.466,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,Y,N/A,N/A,Procurement & Supplier Mgmt,Escalated,,5,0.0,Y,1,48.0
LUM-EML-004847,Consumer Care,Consumer Complaint,2026-05-16,Consumer/Personal,Central Europe,PureWave,Functional Water,SKU-98730,LOT-652141,Not Applicable (Consumer),,,3,1.8,5.6,11.0,2,0,0.0,3,N,0.443,1,1,Y,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,VIP,Consumer Care Team,In Progress,,5,0.0,N,0,76.4
LUM-EML-004848,Supplier Relations,Supplier Notification,2025-12-19,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-30658,LOT-820097,Not Applicable (Supplier),,PROMO-831,3,0.0,12.4,24.0,2,0,0.0,3,N,-0.167,1,1,N,Y,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,75.7
LUM-EML-004849,Consumer Care,Consumer Complaint,2026-04-15,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Cookie,SKU-93765,LOT-126699,Not Applicable (Consumer),,,3,0.1,5.1,12.3,2,0,0.0,3,N,-0.373,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,Y,N/A,Returning,Consumer Care Team,Escalated,,5,0.0,Y,0,51.2
LUM-EML-004850,Trade/Retailer,Retailer Inquiry,2025-12-10,Retailer Corporate,Western Europe,BerryBurst,Sparkling Beverage,SKU-61275,LOT-636056,GreenBasket,ORD-6136147,,3,4.7,1.8,3.8,2,0,0.0,3,N,0.051,1,1,N,N,N,Y,N,Allergen/Safety,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,Y,1,48.0
LUM-EML-004851,Trade/Retailer,Retailer Inquiry,2025-12-09,Retailer Corporate,North America,MorningRise Pastry,Pastry - Cookie,SKU-94341,LOT-731500,GreenBasket,ORD-8071312,,3,2.2,40.5,52.1,2,0,0.0,3,Y,0.414,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,55.7
LUM-EML-004852,Trade/Retailer,Retailer Inquiry,2026-07-24,Retailer Corporate,Latin America,PureWave,Functional Water,SKU-77525,LOT-599143,MegaMart,ORD-5157945,PROMO-717,3,5.7,34.1,87.2,2,0,0.0,3,Y,0.11,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,63.3
LUM-EML-004853,Quality & Food Safety,Internal Escalation,2026-02-25,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-32364,LOT-480364,Not Applicable (Internal),,,3,1.9,39.5,56.6,2,0,0.0,3,N,-0.316,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,Y,1,48.0
LUM-EML-004854,Quality & Food Safety,Internal Escalation,2026-01-05,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-64968,LOT-999157,Not Applicable (Internal),,,3,4.8,17.4,19.8,2,0,0.0,3,N,0.091,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Closed,45.2,5,0.0,N,0,64.9
LUM-EML-004855,Consumer Care,Consumer Complaint,2026-03-13,Consumer/Personal,Western Europe,AquaLuna,Functional Water,SKU-14784,LOT-375201,Not Applicable (Consumer),,,3,5.2,13.2,29.8,2,0,0.0,3,N,0.964,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,New,Consumer Care Team,Closed,60.0,5,0.0,N,0,75.7
LUM-EML-004856,Consumer Care,Consumer Complaint,2026-04-19,Consumer/Personal,North America,PureWave,Still Beverage,SKU-71054,LOT-120853,Not Applicable (Consumer),,,3,4.3,4.4,5.9,2,0,0.0,3,N,0.165,1,1,Y,N,N,N,N,Taste/Flavor,2,0,Y,N,N/A,Returning,Consumer Care Team,Escalated,,5,0.0,Y,0,67.3
LUM-EML-004857,Quality & Food Safety,Internal Escalation,2025-11-16,Internal,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-44672,LOT-242181,Not Applicable (Internal),,,3,8.3,17.7,42.4,2,0,0.0,3,Y,0.131,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,78.0,5,0.0,N,0,54.0
LUM-EML-004858,Trade/Retailer,Retailer Inquiry,2025-10-12,Retailer Corporate,Latin America,PureWave,Still Beverage,SKU-37798,LOT-527110,GreenBasket,ORD-8957585,,3,14.6,1.9,2.7,2,0,0.0,3,N,-0.217,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Open,,5,721.86,N,0,60.2
LUM-EML-004859,Trade/Retailer,Retailer Inquiry,2026-08-13,Retailer Corporate,Western Europe,SpringFizz,Sparkling Beverage,SKU-29832,LOT-162197,GreenBasket,ORD-5092182,,3,2.9,34.4,68.7,2,0,0.0,3,Y,-0.148,1,1,N,N,N,N,N,Pricing/Promotion,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Resolved,4.0,5,0.0,N,0,52.2
LUM-EML-004860,Trade/Retailer,Retailer Inquiry,2026-04-26,Retailer Corporate,Western Europe,MorningRise Pastry,Pastry - Croissant,SKU-26913,LOT-835615,MegaMart,ORD-3599447,,3,0.1,21.8,50.2,2,0,0.0,3,N,0.112,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,56.1
LUM-EML-004861,Supplier Relations,Supplier Notification,2026-06-27,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Cookie,SKU-92091,LOT-563795,Not Applicable (Supplier),,,3,7.0,24.1,47.5,2,0,0.0,3,N,,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,56.0
LUM-EML-004862,Consumer Care,Consumer Complaint,2026-02-06,Consumer/Personal,Western Europe,MorningRise Pastry,Pastry - Croissant,SKU-87484,LOT-143255,Not Applicable (Consumer),,PROMO-528,3,2.0,14.2,16.4,2,0,0.0,3,N,-0.537,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Closed,6.3,5,0.0,N,1,48.0
